product_id,product_name,category,subcategory,unit_price,weight_kg,is_active
PROD_0140,Transform Synergistic Schemas,Esportes,Corrida,48.64,29.51,True
PROD_0141,Matrix Transparent E-Business,Informática,Redes,743.18,7.35,True
PROD_0142,Extend B2C Action-Items,Alimentos,Doces,913.5,19.41,True
PROD_0143,Cultivate Granular Roi,Automotivo,Óleos,521.0,9.18,True
PROD_0144,Matrix Transparent Web-Readiness,Alimentos,Orgânicos,77.54,26.97,True
PROD_0145,Reinvent Open-Source E-Markets,Eletrônicos,Smartphones,55.52,17.85,True
PROD_0146,Exploit Interactive Niches,Eletrônicos,TVs,35.34,6.3,True
PROD_0147,Leverage Sticky Architectures,Automotivo,Som,568.42,7.94,True
PROD_0148,Cultivate Robust Info-Mediaries,Automotivo,Ferramentas,275.03,13.03,True
PROD_0149,Enhance 24/365 Bandwidth,Esportes,Ciclismo,291.35,3.75,False
PROD_0150,Seize Extensible E-Services,Automotivo,Ferramentas,66.69,2.45,True
PROD_0151,Enhance Proactive Web Services,Casa e Decoração,Quadros,10.92,20.43,False
PROD_0152,Aggregate Wireless Supply-Chains,Alimentos,Saudáveis,14.39,12.27,True
PROD_0153,Empower Innovative Niches,Saúde e Beleza,Cabelos,96.46,21.81,True
PROD_0154,Seize Wireless Methodologies,Brinquedos,Jogos,48.08,3.39,True
PROD_0155,E-Enable Open-Source Web-Readiness,Automotivo,Som,41.88,18.33,True
PROD_0156,Embrace Back-End Roi,Livros,Técnicos,136.21,13.35,True
PROD_0157,Benchmark Back-End Paradigms,Eletrônicos,TVs,303.81,1.83,True
PROD_0158,Transform User-Centric Convergence,Casa e Decoração,Iluminação,38.8,16.39,False
PROD_0159,Drive Turn-Key E-Commerce,Informática,Redes,18.79,2.58,False
PROD_0160,Expedite One-To-One Architectures,Brinquedos,Veículos,39.93,24.85,False
PROD_0161,Productize Dynamic Portals,Saúde e Beleza,Cabelos,25.72,19.0,False
PROD_0162,Integrate User-Centric Synergies,Brinquedos,Veículos,183.35,16.75,True
PROD_0163,Mesh 24/365 Relationships,Automotivo,Som,89.57,4.09,True
PROD_0164,Brand Innovative Web Services,Esportes,Natação,859.7,8.69,True
PROD_0165,Redefine Open-Source E-Business,Eletrônicos,Smartphones,217.37,14.84,True
PROD_0166,Harness 24/7 Content,Eletrônicos,Smartphones,793.64,19.04,True
PROD_0167,Deliver Extensible Web Services,Informática,Software,16.7,5.58,False
PROD_0168,Deploy World-Class Interfaces,Esportes,Natação,10.0,0.37,True
PROD_0169,Scale Distributed Schemas,Alimentos,Doces,120.49,10.41,True
PROD_0170,Enable Dynamic E-Markets,Moda,Roupas Femininas,104.36,14.54,True
PROD_0171,Repurpose Enterprise Methodologies,Casa e Decoração,Tapetes,77.68,5.61,True
PROD_0172,Extend Virtual E-Business,Eletrônicos,Acessórios,100.98,14.82,True
PROD_0173,Maximize Seamless Interfaces,Livros,Infantil,23.36,10.22,False
PROD_0174,Engage Clicks-And-Mortar Content,Eletrônicos,Áudio,176.94,13.71,False
PROD_0175,Envisioneer Best-Of-Breed E-Commerce,Brinquedos,Eletrônicos,217.77,10.49,True
PROD_0176,Generate World-Class Bandwidth,Eletrônicos,Câmeras,21.33,18.89,True
PROD_0177,Grow Visionary Methodologies,Eletrônicos,Acessórios,58.89,1.38,True
PROD_0178,Architect Collaborative Communities,Moda,Calçados,63.42,5.21,True
PROD_0179,Repurpose Strategic Technologies,Moda,Acessórios,40.25,13.04,False
PROD_0180,Deliver Open-Source Infrastructures,Saúde e Beleza,Perfumes,22.35,10.75,True
PROD_0181,Transition Web-Enabled Methodologies,Alimentos,Saudáveis,91.38,11.81,True
PROD_0182,Monetize Magnetic Solutions,Livros,Acadêmicos,123.1,24.13,True
PROD_0183,Orchestrate Proactive Paradigms,Eletrônicos,Câmeras,43.28,26.6,False
PROD_0184,Incentivize Collaborative E-Business,Eletrônicos,Smartphones,24.31,7.54,True
PROD_0185,Iterate Intuitive Bandwidth,Casa e Decoração,Móveis,147.33,25.11,True
PROD_0186,Deploy Dynamic Architectures,Moda,Acessórios,35.85,13.82,True
PROD_0187,Synthesize Wireless Action-Items,Livros,Técnicos,62.11,8.29,True
PROD_0188,Orchestrate Clicks-And-Mortar Platforms,Informática,Software,53.34,29.57,True
PROD_0189,Revolutionize Cutting-Edge E-Services,Saúde e Beleza,Cabelos,401.36,24.76,True
PROD_0190,Reinvent Plug-And-Play Markets,Alimentos,Importados,37.87,29.83,False
PROD_0191,Engage Interactive Initiatives,Esportes,Natação,713.82,5.13,True
PROD_0192,Target Global Bandwidth,Alimentos,Importados,222.02,4.4,True
PROD_0193,Repurpose Turn-Key Systems,Brinquedos,Bonecas,800.37,15.15,True
PROD_0194,Re-Intermediate Cutting-Edge Schemas,Eletrônicos,Smartphones,199.85,19.2,True
PROD_0195,Grow Granular Info-Mediaries,Saúde e Beleza,Cabelos,69.04,5.21,True
PROD_0196,Grow Back-End Action-Items,Brinquedos,Bonecas,29.94,25.83,True
PROD_0197,E-Enable Efficient Deliverables,Livros,Ficção,58.76,16.01,True
PROD_0198,Synthesize Web-Enabled Niches,Esportes,Natação,536.32,12.39,True
PROD_0199,Grow Intuitive Technologies,Moda,Calçados,84.98,18.1,False
PROD_0200,Incentivize Real-Time Supply-Chains,Saúde e Beleza,Cabelos,198.96,19.09,False
PROD_0201,Harness Strategic Channels,Saúde e Beleza,Cuidados Pessoais,115.4,1.38,True
PROD_0202,Orchestrate Bleeding-Edge Architectures,Eletrônicos,Câmeras,121.46,30.0,True
PROD_0203,Scale B2C E-Tailers,Automotivo,Óleos,127.2,10.98,True
PROD_0204,Optimize Next-Generation E-Markets,Saúde e Beleza,Cabelos,163.11,1.94,True
PROD_0205,Facilitate Plug-And-Play E-Markets,Casa e Decoração,Móveis,33.89,25.58,True
PROD_0206,Streamline Best-Of-Breed E-Markets,Esportes,Ciclismo,64.72,29.79,True
PROD_0207,Synergize Vertical Networks,Esportes,Fitness,130.47,24.51,False
PROD_0208,Synergize Compelling Synergies,Casa e Decoração,Iluminação,109.53,25.57,True
PROD_0209,Seize Seamless Architectures,Informática,Software,51.76,18.82,False
PROD_0210,Iterate Next-Generation Users,Casa e Decoração,Utilidades,148.4,27.68,True
PROD_0211,Extend Magnetic Models,Casa e Decoração,Quadros,35.68,1.17,True
PROD_0212,Enhance Real-Time E-Commerce,Esportes,Corrida,20.75,23.03,True
PROD_0213,Synthesize Proactive Architectures,Alimentos,Bebidas,128.25,20.15,False
PROD_0214,Facilitate Wireless Communities,Esportes,Fitness,21.37,1.58,True
PROD_0215,E-Enable Plug-And-Play Channels,Automotivo,Ferramentas,125.98,16.36,True
PROD_0216,Re-Intermediate Proactive Interfaces,Eletrônicos,Câmeras,10.0,15.5,True
PROD_0217,Benchmark Proactive Infrastructures,Brinquedos,Bonecas,37.71,20.78,True
PROD_0218,Visualize Cutting-Edge Channels,Alimentos,Importados,60.76,2.42,True
PROD_0219,Cultivate Plug-And-Play Roi,Moda,Infantil,13.09,24.18,True
PROD_0220,Streamline Back-End Architectures,Brinquedos,Jogos,57.56,4.27,False
PROD_0221,Harness Killer Bandwidth,Eletrônicos,Áudio,373.17,12.62,True
PROD_0222,Harness Cross-Platform Architectures,Automotivo,Ferramentas,19.6,26.45,True
PROD_0223,Empower Next-Generation Portals,Automotivo,Óleos,59.47,16.86,True
PROD_0224,E-Enable Strategic Info-Mediaries,Moda,Roupas Masculinas,694.49,11.45,True
PROD_0225,Utilize Scalable Convergence,Alimentos,Orgânicos,25.17,1.54,False
PROD_0226,Enhance Innovative Experiences,Informática,Software,481.39,20.2,True
PROD_0227,Integrate Proactive Action-Items,Casa e Decoração,Móveis,64.41,29.6,True
PROD_0228,Aggregate Vertical E-Business,Alimentos,Bebidas,101.73,27.36,True
PROD_0229,Orchestrate Web-Enabled Channels,Informática,Periféricos,424.02,21.55,True
PROD_0230,Syndicate One-To-One Networks,Automotivo,Som,50.29,3.25,True
PROD_0231,Architect Plug-And-Play Portals,Esportes,Natação,191.95,7.26,True
PROD_0232,Revolutionize Out-Of-The-Box Communities,Eletrônicos,Acessórios,260.22,5.69,True
PROD_0233,Expedite One-To-One Communities,Moda,Calçados,41.22,10.73,True
PROD_0234,Monetize Sticky Applications,Eletrônicos,Smartphones,36.1,7.14,True
PROD_0235,Utilize Extensible Networks,Livros,Infantil,68.42,7.41,False
PROD_0236,Innovate Enterprise Interfaces,Livros,Autoajuda,71.04,18.54,True
PROD_0237,Unleash 24/365 Partnerships,Alimentos,Importados,24.66,9.63,True
PROD_0238,Benchmark Interactive Platforms,Automotivo,Som,41.68,20.35,True
PROD_0239,Scale Seamless Methodologies,Automotivo,Óleos,10.0,28.44,True
PROD_0240,Expedite 24/7 Networks,Casa e Decoração,Quadros,60.27,19.19,True
PROD_0241,Generate Revolutionary Convergence,Casa e Decoração,Quadros,263.29,22.57,True
PROD_0242,Incubate Cutting-Edge Web Services,Casa e Decoração,Quadros,12.18,22.57,False
PROD_0243,Disintermediate Innovative Mindshare,Esportes,Ciclismo,51.64,9.99,True
PROD_0244,Visualize Cross-Platform Synergies,Brinquedos,Veículos,1687.16,0.55,True
PROD_0245,Iterate Next-Generation Models,Saúde e Beleza,Perfumes,87.61,1.75,True
PROD_0246,Transform User-Centric Relationships,Brinquedos,Veículos,458.59,8.53,False
PROD_0247,Whiteboard Ubiquitous Eyeballs,Eletrônicos,Áudio,26.73,20.72,False
PROD_0248,Brand Virtual Deliverables,Brinquedos,Bonecas,154.25,27.21,True
PROD_0249,Visualize Real-Time E-Business,Esportes,Corrida,21.79,28.77,True
PROD_0250,Exploit Compelling Bandwidth,Eletrônicos,Acessórios,145.66,0.87,True
PROD_0251,Brand Real-Time Vortals,Brinquedos,Bonecas,247.32,29.7,True
PROD_0252,Iterate Interactive Infrastructures,Esportes,Ciclismo,186.04,9.74,True
PROD_0253,Empower Customized Action-Items,Saúde e Beleza,Cabelos,59.51,25.3,True
PROD_0254,Engineer Plug-And-Play Networks,Brinquedos,Veículos,125.2,5.49,True
PROD_0255,Re-Intermediate Enterprise Supply-Chains,Esportes,Fitness,126.65,1.98,True
PROD_0256,Utilize Rich Vortals,Casa e Decoração,Quadros,200.17,11.41,True
PROD_0257,Reinvent Holistic E-Tailers,Automotivo,Ferramentas,77.59,25.78,True
PROD_0258,Seize Back-End Supply-Chains,Casa e Decoração,Utilidades,275.16,6.7,True
PROD_0259,Empower Efficient Schemas,Automotivo,Som,503.47,4.7,True
PROD_0260,Implement Dynamic Infrastructures,Moda,Calçados,61.47,27.3,True
PROD_0261,Incentivize Transparent Models,Moda,Calçados,95.18,28.16,False
PROD_0262,Engage Web-Enabled Info-Mediaries,Moda,Acessórios,30.39,0.48,True
PROD_0263,Visualize Holistic Systems,Saúde e Beleza,Maquiagem,135.41,21.85,True
PROD_0264,Generate Vertical Infrastructures,Casa e Decoração,Iluminação,136.45,9.35,True
PROD_0265,Envisioneer Magnetic Interfaces,Automotivo,Óleos,96.5,11.3,True
PROD_0266,Scale Interactive Content,Esportes,Futebol,105.64,14.13,True
PROD_0267,Repurpose Out-Of-The-Box Info-Mediaries,Eletrônicos,Áudio,903.42,12.86,True
PROD_0268,Engage Cross-Media E-Commerce,Esportes,Ciclismo,10.0,15.5,True
PROD_0269,Extend Open-Source Convergence,Eletrônicos,Câmeras,49.6,17.51,True
PROD_0270,Scale Ubiquitous Niches,Livros,Ficção,59.59,14.02,True
PROD_0271,Monetize Dot-Com E-Services,Esportes,Natação,517.13,21.08,True
PROD_0272,Embrace Dynamic Vortals,Brinquedos,Bonecas,159.23,21.59,False
PROD_0273,Embrace Viral Solutions,Brinquedos,Bonecas,163.96,13.27,True
PROD_0274,Architect Compelling Niches,Alimentos,Doces,408.23,4.36,True
PROD_0275,Drive Front-End Platforms,Casa e Decoração,Tapetes,72.53,19.26,False
PROD_0276,E-Enable Dynamic Technologies,Eletrônicos,TVs,196.92,23.21,True
PROD_0277,Enhance Bricks-And-Clicks Roi,Eletrônicos,TVs,47.61,19.18,True
PROD_0278,Monetize Value-Added Users,Casa e Decoração,Tapetes,25.43,17.68,True
PROD_0279,Enable Efficient Paradigms,Saúde e Beleza,Cuidados Pessoais,775.11,6.96,True
PROD_0280,Streamline Distributed Channels,Alimentos,Orgânicos,140.17,19.39,True
PROD_0281,Whiteboard Holistic Platforms,Saúde e Beleza,Cuidados Pessoais,195.12,10.11,True
PROD_0282,Cultivate Value-Added Networks,Saúde e Beleza,Cuidados Pessoais,24.63,27.59,True
PROD_0283,Envisioneer Collaborative Info-Mediaries,Saúde e Beleza,Vitaminas,166.07,19.65,True
PROD_0284,Grow Cross-Platform Roi,Casa e Decoração,Móveis,760.43,8.42,True
PROD_0285,Streamline Dot-Com Info-Mediaries,Saúde e Beleza,Maquiagem,64.53,14.24,True
PROD_0286,Embrace Innovative Interfaces,Brinquedos,Veículos,19.95,25.41,True
PROD_0287,Synthesize Intuitive Networks,Moda,Roupas Masculinas,112.25,10.13,True
PROD_0288,Whiteboard Scalable Eyeballs,Livros,Infantil,25.97,15.81,True
PROD_0289,Orchestrate Seamless Infrastructures,Eletrônicos,Áudio,13.88,20.42,True
PROD_0290,Incentivize 24/7 Schemas,Eletrônicos,Câmeras,37.27,22.66,True
PROD_0291,Engineer Next-Generation Metrics,Livros,Infantil,49.84,5.3,True
PROD_0292,Expedite Magnetic Deliverables,Casa e Decoração,Utilidades,27.53,17.0,True
PROD_0293,Synergize Customized Systems,Esportes,Natação,442.2,27.37,True
PROD_0294,Monetize Cutting-Edge Content,Casa e Decoração,Móveis,869.16,29.05,True
PROD_0295,Maximize Leading-Edge E-Business,Eletrônicos,Câmeras,188.99,19.72,False
PROD_0296,Extend Mission-Critical E-Tailers,Eletrônicos,TVs,142.74,29.51,True
PROD_0297,Whiteboard Killer Portals,Livros,Autoajuda,75.91,17.16,True
PROD_0298,Repurpose Strategic Communities,Saúde e Beleza,Cuidados Pessoais,30.7,13.33,True
PROD_0299,Incentivize Virtual Schemas,Casa e Decoração,Tapetes,616.15,16.59,True
PROD_0300,Optimize Granular Synergies,Automotivo,Som,83.48,3.56,False
PROD_0301,Deploy Customized Metrics,Livros,Acadêmicos,51.67,12.11,False
PROD_0302,Syndicate Distributed Paradigms,Brinquedos,Eletrônicos,304.21,13.81,True
PROD_0303,Enhance Front-End Technologies,Eletrônicos,Smartphones,82.41,25.47,True
PROD_0304,Scale Ubiquitous Partnerships,Livros,Acadêmicos,290.83,22.78,False
PROD_0305,Innovate Bleeding-Edge Portals,Casa e Decoração,Móveis,55.05,18.08,True
PROD_0306,Generate 24/365 E-Commerce,Eletrônicos,Acessórios,305.26,10.48,True
PROD_0307,Embrace Magnetic Experiences,Esportes,Fitness,291.7,5.69,True
PROD_0308,Orchestrate Real-Time Eyeballs,Livros,Autoajuda,441.33,10.5,True
PROD_0309,Optimize Leading-Edge Communities,Alimentos,Doces,38.42,20.43,True
PROD_0310,Generate Extensible Metrics,Eletrônicos,Áudio,81.48,7.96,True
PROD_0311,Extend Front-End Systems,Casa e Decoração,Móveis,931.99,12.86,False
PROD_0312,Embrace Plug-And-Play Content,Moda,Roupas Femininas,66.97,11.66,False
PROD_0313,Scale Wireless Niches,Automotivo,Óleos,238.23,22.99,True
PROD_0314,Deliver Rich Systems,Informática,Redes,1406.24,26.53,True
PROD_0315,Evolve Revolutionary E-Commerce,Saúde e Beleza,Perfumes,10.0,21.01,True
PROD_0316,Extend World-Class Metrics,Informática,Software,64.36,10.31,True
PROD_0317,Morph Proactive Infrastructures,Casa e Decoração,Iluminação,90.22,13.05,True
PROD_0318,Enhance Vertical Methodologies,Brinquedos,Veículos,10.4,4.39,True
