cod_pedido;cod_cliente;cod_produto;qtd;preco_unit;valor_total;data_pedido;forma_pagamento;cidade_entrega;uf_entrega;situacao;origem
655932d8-0ec9-c419-f7e9-d638b42fb682;CUST_03918;PROD_3588;3;4905.85;14717.55;2023-01-24;credit_card;Cunha do Norte;BA;delivered;parceiro_a
3c08a1e7-545c-6a05-8fb4-32458eff1470;CUST_30585;PROD_2646;12;4173.16;50077.92;2023-01-11;pix;Machado do Norte;SP;delivered;parceiro_b
dcd5f6a5-99f5-c9c0-bcbc-655d01c4227c;CUST_07783;PROD_2931;18;2680.38;48246.84;2023-01-24;debit_card;Abreu das Pedras;SP;delivered;parceiro_c
f6ca97bf-40bc-964b-4cfb-5d76feb1e165;CUST_33437;PROD_3551;10;2069.21;20692.1;2023-01-13;debit_card;Casa Grande;RJ;delivered;parceiro_b
38e7cc89-cf60-f39f-2acd-11629b34db1f;CUST_23616;PROD_3360;3;593.45;1780.35;2023-01-18;pix;Andrade do Amparo;ES;delivered;parceiro_c
ae3cecc7-6cef-eddc-68cb-4d2984e13398;CUST_01923;PROD_1466;4;436.41;1745.64;2023-01-31;pix;Moraes;SP;delivered;parceiro_c
b1e60c84-b553-f054-e6f3-9fa692376278;CUST_41000;PROD_3860;18;3852.2;69339.6;2023-01-13;credit_card;Monteiro da Serra;CE;shipped;parceiro_b
a0ce6d5a-0d0c-6a54-73ca-6ab385458938;CUST_04703;PROD_4136;6;4779.12;28674.72;2023-01-25;pix;Cavalcanti;MG;delivered;parceiro_a
385210fe-31b1-76df-8dc6-4d1089b36706;CUST_15753;PROD_4232;18;28.79;518.22;2023-01-24;credit_card;Pinto do Norte;PE;delivered;parceiro_b
e1aa5ce4-38af-8f93-542c-cdf1ebd2a2ba;CUST_29813;PROD_1657;10;2909.96;29099.6;2023-01-16;credit_card;Pastor;RO;delivered;parceiro_a
9a07e34a-aba0-8ea2-9ce6-7a765fe95e1f;CUST_05562;PROD_2902;13;1369.18;17799.34;2023-01-24;pix;Santos;PE;delivered;parceiro_c
8d11190a-0442-e05f-f0ca-6396e403ed27;CUST_18533;PROD_1074;15;3959.68;59395.2;2023-01-26;debit_card;Vieira;MG;cancelled;parceiro_a
de1288c2-9af1-935d-95fc-c9f37acb7851;CUST_24877;PROD_4149;2;4521.64;9043.28;2023-01-12;debit_card;da Cunha;SP;delivered;parceiro_b
b8349b36-f997-fa83-74ab-946e1a94275a;CUST_10682;PROD_3809;16;1983.28;31732.48;2023-01-20;debit_card;Vieira de Peixoto;BA;shipped;parceiro_a
1e705fde-925d-1cd8-4767-bec68be71495;CUST_40973;PROD_4505;3;1034.35;3103.05;2023-01-25;pix;Sampaio;SP;delivered;parceiro_b
5cac1d52-ffed-88ec-0fc5-7ed428b64063;CUST_24142;PROD_2686;8;3918.22;31345.76;2023-01-17;boleto;Abreu;GO;shipped;parceiro_c
64eb8fbf-83ed-b8ee-fa9c-a165717c23dd;CUST_05700;PROD_2027;13;1693.84;22019.92;2023-01-10;credit_card;Vasconcelos dos Dourados;MG;delivered;parceiro_a
7b943714-4fcd-d921-a50c-680d99e8f7a6;CUST_19508;PROD_2240;6;1078.03;6468.18;2023-01-18;debit_card;Pacheco;SP;shipped;parceiro_a
1ac99829-7455-4bfc-ebfb-64dbdce73f27;CUST_46304;PROD_4528;5;2816.76;14083.8;2023-01-28;boleto;Fernandes;SP;pending;parceiro_b
3e4b97df-57d7-b2f0-273e-6e8895b45ff5;CUST_16038;PROD_4882;2;4128.71;8257.42;2023-01-25;credit_card;Caldeira de Fonseca;SP;shipped;parceiro_b
6ff10b42-f7f5-6680-ace8-1ec528fe4597;CUST_41788;PROD_3688;10;3025.23;30252.3;2023-01-27;pix;Vargas;PR;delivered;parceiro_b
ca5d0266-90a5-7184-1735-cceee89b14df;CUST_37764;PROD_2786;19;163.94;3114.86;2023-01-21;pix;da Paz da Praia;RJ;shipped;parceiro_a
001f35fa-95e0-39ea-e94a-edfaf001280a;CUST_06358;PROD_4002;5;2703.24;13516.2;2023-01-28;credit_card;das Neves;MG;delivered;parceiro_c
bd06e3d1-2b7b-ca9b-e3ea-f8f3549c8155;CUST_22621;PROD_1089;2;652.67;1305.34;2023-01-29;credit_card;Duarte Verde;MG;pending;parceiro_b
d919b1f8-4844-8915-2dd3-283026657468;CUST_06860;PROD_2067;16;2147.92;34366.72;2023-01-31;boleto;Cirino;SP;delivered;parceiro_c
c43e3b15-5e46-be3c-64f6-8f2d2b8924c2;CUST_33617;PROD_0745;10;4736.52;47365.2;2023-01-24;debit_card;da Mota de Cirino;PE;delivered;parceiro_a
5adeca6a-785b-dc96-d48e-a7b3f3a0e7e4;CUST_20163;PROD_1181;13;2492.91;32407.83;2023-01-30;pix;Vasconcelos;SP;shipped;parceiro_a
fc22811a-56e0-d6ab-cadf-6c872ba418c9;CUST_24584;PROD_4201;3;1910.66;5731.98;2023-01-27;credit_card;Fernandes;SP;delivered;parceiro_b
86e2a2d5-382f-fc7d-deb6-0f19c81e86ed;CUST_15334;PROD_0223;16;691.39;11062.24;2023-01-14;pix;Ferreira;SP;delivered;parceiro_a
e620f045-0de3-cce9-0f59-066588257279;CUST_40595;PROD_0848;7;3120.49;21843.43;2023-01-25;pix;Duarte;SP;delivered;parceiro_a
eeaacec1-b9ae-c77a-b118-7049cbc69169;CUST_48948;PROD_3874;3;4411.5;13234.5;2023-01-24;boleto;Nascimento do Campo;SP;delivered;parceiro_b
63ee9d0f-841a-ea25-46ad-85ef4ed11d44;CUST_21120;PROD_2981;11;4403.64;48440.04;2023-01-08;credit_card;Monteiro;PR;delivered;parceiro_a
c608c844-dff5-d836-c682-c6a56dce97a3;CUST_15991;PROD_4104;3;3874.6;11623.8;2023-01-16;pix;Abreu das Pedras;SP;delivered;parceiro_a
999d79be-ac59-6e10-0109-b38cbf98b9a5;CUST_00528;PROD_1374;8;527.38;4219.04;2023-01-28;pix;da Cunha de Novaes;ES;delivered;parceiro_c
fb5b5f20-1dd2-6faf-019e-1d1979c77d95;CUST_24115;PROD_1025;8;835.78;6686.24;2023-01-27;pix;Souza;BA;delivered;parceiro_a
a6f2a86d-3f90-fa99-f0a7-524cafb8bc5b;CUST_45058;PROD_3055;12;368.73;4424.76;2023-01-27;credit_card;Cavalcanti;PA;cancelled;parceiro_b
7b0ba0da-ca61-acfa-4492-bd6393de94e0;CUST_40851;PROD_4449;16;4078.82;65261.12;2023-01-14;debit_card;Camargo;BA;pending;parceiro_b
33b54004-fb16-e924-394d-100576cb768e;CUST_26799;PROD_1110;2;3794.88;7589.76;2023-01-20;credit_card;Moraes;MT;shipped;parceiro_b
783aec51-e3cd-9328-9623-1c0c600c9af1;CUST_32253;PROD_2783;18;4105.34;73896.12;2023-01-31;credit_card;Nogueira de Goiás;RJ;delivered;parceiro_c
587e8fee-5dce-c44e-1f2d-259761010947;CUST_36369;PROD_3824;17;873.47;14848.99;2023-01-31;boleto;Monteiro;BA;delivered;parceiro_a
70bdf9d9-dd0c-4f60-f716-3f8668f66cb3;CUST_39531;PROD_0435;2;240.95;481.9;2023-01-18;pix;Nogueira das Pedras;MG;delivered;parceiro_b
820f9ba4-3dc2-5e23-a0bd-0d274ec7bef3;CUST_40337;PROD_0058;9;1952.91;17576.19;2023-01-11;credit_card;Sá;PE;delivered;parceiro_c
bd4572a9-c8f9-6f3a-2db1-2a31e52cd34c;CUST_44814;PROD_4275;12;997.83;11973.96;2023-01-17;debit_card;Mendes;SP;delivered;parceiro_a
b6aa7c09-c19d-a273-3c85-fd756e05d766;CUST_00238;PROD_1743;8;3640.89;29127.12;2023-01-31;boleto;Macedo;AP;delivered;parceiro_c
0d48f7ec-e941-e749-eef2-35460a1ad928;CUST_00861;PROD_0065;8;4087.68;32701.44;2023-01-11;debit_card;Pires;SP;delivered;parceiro_b
48416a91-35ae-3f17-72a4-25bacf7c2259;CUST_12751;PROD_4986;16;505.02;8080.32;2023-01-29;credit_card;Dias;DF;delivered;parceiro_b
31d7b96f-54eb-dbf1-d7ac-5a20692c52bb;CUST_35291;PROD_3894;2;2532.21;5064.42;2023-01-29;credit_card;Vargas;MS;delivered;parceiro_a
882d883d-0566-2c98-f127-d5ebaa009618;CUST_28009;PROD_3500;2;1923.36;3846.72;2023-01-20;debit_card;Montenegro;MG;pending;parceiro_c
e011f9e1-3a2c-2605-d3b8-87dae13d8e39;CUST_17991;PROD_3494;8;220.07;1760.56;2023-01-16;credit_card;Brito do Amparo;MG;cancelled;parceiro_a
79be8d22-a9fa-acbc-debc-a92c79beacc8;CUST_23881;PROD_2929;20;2610.63;52212.6;2023-01-24;boleto;Siqueira;RJ;delivered;parceiro_a
b3cc886c-be22-1fbd-5345-b03254232ab6;CUST_09787;PROD_2528;1;4542.72;4542.72;2023-01-26;boleto;Almeida;AM;delivered;parceiro_b
041c484a-846d-9557-b64e-d350618e7e55;CUST_22093;PROD_1082;11;77.03;847.33;2023-01-23;debit_card;da Mata;MG;delivered;parceiro_a
c098ce22-5a06-cfed-2d73-83c37aca251a;CUST_33700;PROD_1024;8;2623.62;20988.96;2023-01-21;credit_card;Fonseca;AL;cancelled;parceiro_c
23baddec-c833-d9c8-b8c7-4cbde31a4ef4;CUST_18636;PROD_1740;1;4126.88;4126.88;2023-01-21;boleto;Mendonça;BA;delivered;parceiro_a
ba4933ac-9c82-963c-e219-3aa4f4eef5c0;CUST_42272;PROD_4033;1;3586.78;3586.78;2023-01-27;boleto;da Conceição;CE;delivered;parceiro_a
12a3f23c-4ecd-ce54-7633-3ca69d634b0e;CUST_22060;PROD_4331;17;3947.89;67114.13;2023-01-24;credit_card;Barros de Minas;MG;pending;parceiro_a
ae50a9fe-447a-ca7a-f064-dafbf2b5458d;CUST_34293;PROD_0708;4;1240.63;4962.52;2023-01-14;boleto;Leão;PA;delivered;parceiro_b
b46655e5-04ab-faf5-f639-d4181f4f04ba;CUST_27856;PROD_4423;17;3729.59;63403.03;2023-01-21;pix;Caldeira;RJ;shipped;parceiro_c
b605d92b-44fc-7390-a675-30b1942657e0;CUST_45798;PROD_0978;6;1271.54;7629.24;2023-01-23;pix;da Paz das Flores;PE;delivered;parceiro_a
1556d590-942a-fb98-0665-15b2399f81bb;CUST_25885;PROD_0379;2;3921.68;7843.36;2023-01-30;boleto;Moraes de da Conceição;RO;delivered;parceiro_c
5ef223e2-c6c2-8e96-cb24-0dc3954f5e15;CUST_00624;PROD_2844;2;210.2;420.4;2023-01-29;pix;Borges;ES;cancelled;parceiro_b
0cea69eb-4957-d897-29eb-cd8a1c436624;CUST_33464;PROD_2378;12;1025.49;12305.88;2023-01-21;pix;Caldeira das Pedras;SP;delivered;parceiro_a
ab1b5baa-c43d-a29b-c9a4-5143a037bbd1;CUST_39588;PROD_2527;17;4217.1;71690.7;2023-01-25;credit_card;Pires;PR;delivered;parceiro_a
7bef4450-aec6-e67b-9c3f-c23ec3f132a6;CUST_19679;PROD_1723;8;1115.63;8925.04;2023-01-30;credit_card;Aparecida Verde;RJ;delivered;parceiro_b
abf6c463-60e2-e8e9-0a38-4c9bb34e9dbd;CUST_42660;PROD_2912;5;954.51;4772.55;2023-01-27;boleto;Aparecida de Cardoso;PE;delivered;parceiro_b
78b08fba-001d-6620-b050-dafec2d6c3e9;CUST_34083;PROD_2995;6;4664.19;27985.14;2023-01-17;credit_card;Albuquerque Paulista;PE;pending;parceiro_a
35a8f12b-c8f6-7374-1b0c-c6a0435464b3;CUST_05878;PROD_0881;16;127.17;2034.72;2023-01-24;pix;Santos de Barros;MA;delivered;parceiro_b
33bc625c-f9e1-3f35-3dd9-fd195c004565;CUST_45381;PROD_2398;14;3588.72;50242.08;2023-01-14;debit_card;da Luz;MG;delivered;parceiro_b
cb7d4117-97f2-1efa-cd4e-47cfb9cfe827;CUST_47118;PROD_4478;4;3130.81;12523.24;2023-01-26;boleto;Montenegro dos Dourados;SP;delivered;parceiro_a
6e6e5a4d-2954-5547-d03e-8fa146c792c3;CUST_02387;PROD_4149;3;4798.39;14395.17;2023-01-23;debit_card;Ramos;PE;delivered;parceiro_b
bfbde996-8b9e-0f5d-995c-6e787ad9b3ab;CUST_28889;PROD_0834;10;4655.24;46552.4;2023-01-26;credit_card;Souza da Praia;SP;delivered;parceiro_b
d6d37e16-eac5-903f-7a2e-2c78ca040417;CUST_14655;PROD_3548;2;4234.85;8469.7;2023-01-16;pix;Rodrigues Grande;PE;delivered;parceiro_a
d1eb130a-7717-be47-4006-00fd63948e0d;CUST_19281;PROD_3913;5;600.19;3000.95;2023-01-12;credit_card;Moraes;PR;delivered;parceiro_c
66a3a531-bc95-a25f-1efe-39cf78891198;CUST_22430;PROD_2168;19;3031.82;57604.58;2023-01-31;credit_card;Albuquerque de Minas;RJ;delivered;parceiro_a
0ef22d25-0447-966d-e69f-ed64e94738fa;CUST_42510;PROD_1513;7;1505.72;10540.04;2023-01-26;pix;Melo;MA;delivered;parceiro_a
7b2689bc-7ec1-bb2f-9e1b-1a00802ac481;CUST_46943;PROD_4723;11;4565.88;50224.68;2023-01-13;credit_card;Mendes de Pires;SP;delivered;parceiro_b
d55a2664-f4f5-3a85-26d8-bb685ce0909e;CUST_41068;PROD_4681;7;3228.51;22599.57;2023-01-22;credit_card;da Paz de Guerra;SP;delivered;parceiro_a
702c8eb4-f8a1-8f45-e0fb-851f964e0b91;CUST_01204;PROD_4586;3;4755.86;14267.58;2023-01-29;debit_card;Silveira das Pedras;ES;delivered;parceiro_c
005e8ef8-0895-abcf-b843-ccfc3ba3e8f2;CUST_09612;PROD_3290;17;3539.33;60168.61;2023-01-20;pix;Dias;BA;pending;parceiro_c
8e1e1a7c-82d6-4fb5-f480-b9d779de890c;CUST_30175;PROD_0724;4;2438.26;9753.04;2023-01-18;credit_card;Monteiro;BA;delivered;parceiro_a
01827c5e-9cfd-af86-8468-655cc42389ee;CUST_48503;PROD_3330;3;3454.96;10364.88;2023-01-20;pix;Melo do Amparo;CE;delivered;parceiro_b
99da3385-d028-ce80-e4f8-f68e72e2529b;CUST_41637;PROD_2383;3;1273.67;3821.01;2023-01-13;debit_card;Gonçalves;BA;delivered;parceiro_b
13c81f4f-4919-dfbd-bd3b-79aa59484992;CUST_04007;PROD_1157;17;28.6;486.2;2023-01-07;boleto;Leão;SP;delivered;parceiro_a
2e69a505-8a49-5379-d5c6-227263fe0af2;CUST_48473;PROD_4862;20;2615.74;52314.8;2023-01-28;debit_card;Cassiano;SE;pending;parceiro_c
ce999c86-057e-6261-32f2-78942909ce39;CUST_31025;PROD_2793;7;904.02;6328.14;2023-01-27;pix;Andrade de Campos;DF;delivered;parceiro_a
8ad899e0-eca9-5b81-f2bd-3f1ddbcb0de3;CUST_45593;PROD_4168;13;3246.64;42206.32;2023-01-28;debit_card;Cirino;RS;shipped;parceiro_c
6f280807-edb9-b1c0-38c5-e4f87eb2aee2;CUST_22593;PROD_4329;11;2542.9;27971.9;2023-01-10;pix;Caldeira das Flores;PR;shipped;parceiro_b
b8ba11ed-6121-aafe-9692-d04699a0921c;CUST_48431;PROD_1049;6;3018.22;18109.32;2023-01-18;boleto;Barros;BA;pending;parceiro_b
187b8955-4b4c-af7a-ab61-367f4a2ffce7;CUST_46471;PROD_0057;13;1366.18;17760.34;2023-01-19;pix;Monteiro;MA;delivered;parceiro_c
adf60d11-3488-8ffc-7300-e26d218dc6c0;CUST_47681;PROD_3343;20;1608.11;32162.2;2023-01-20;credit_card;Gomes;MG;delivered;parceiro_a
45590767-9d26-e454-b747-b535f3ad76c8;CUST_10508;PROD_3460;12;1954.86;23458.32;2023-01-18;debit_card;Oliveira;SP;delivered;parceiro_c
09fa4ab9-e83d-163b-94ed-33745a604729;CUST_22932;PROD_4513;10;1656.56;16565.6;2023-01-28;pix;Moura Alegre;ES;delivered;parceiro_b
c9191ebf-24e9-488b-6508-4ff558658a64;CUST_44717;PROD_4917;15;2199.21;32988.15;2023-01-12;debit_card;Fonseca;RS;delivered;parceiro_c
d0d1c7c2-5da1-43bc-bf73-1930f8df6515;CUST_25592;PROD_2794;18;3622.52;65205.36;2023-01-26;credit_card;Sales;SP;delivered;parceiro_a
ec5eedf4-f324-7547-fa8e-b6cd2c3ff014;CUST_14009;PROD_2042;2;1671.88;3343.76;2023-01-28;pix;Jesus Alegre;DF;shipped;parceiro_b
6c456482-1687-bfe0-425e-27cdb1fcd131;CUST_08099;PROD_1639;18;1937.12;34868.16;2023-01-21;pix;Pereira;BA;shipped;parceiro_c
310e11c5-a776-1c4c-44cd-442d3f0f1b80;CUST_29969;PROD_0548;14;4669.79;65377.06;2023-01-15;pix;Fonseca;BA;delivered;parceiro_a
34775b07-5a3f-624c-5fc0-b21b013b1650;CUST_33144;PROD_2504;1;3788.61;3788.61;2023-01-30;credit_card;Sá do Sul;GO;delivered;parceiro_b
260449fb-0c90-20bf-32af-8e37a19aa388;CUST_08307;PROD_3786;1;996.32;996.32;2023-01-30;debit_card;Mendes do Norte;ES;shipped;parceiro_c
64552961-d0ef-c238-eaed-29376d249871;CUST_27225;PROD_0467;10;2693.08;26930.8;2023-01-24;pix;Cavalcante Paulista;SP;delivered;parceiro_c
a395ff07-86c6-1805-e147-18988c59b2aa;CUST_30950;PROD_1372;9;4511.34;40602.06;2023-01-20;pix;Casa Grande;SP;pending;parceiro_c
2bc6aa08-5cb2-312d-a875-22efc818f6ef;CUST_30237;PROD_1751;16;3244.82;51917.12;2023-01-16;pix;Brito;RJ;delivered;parceiro_a
45224788-42e2-87a3-999b-4c101733f723;CUST_04718;PROD_0601;3;263.92;791.76;2023-01-17;boleto;Novais;SP;pending;parceiro_c
da50a929-e3b0-0e14-a3c8-a0241d9e1c33;CUST_45969;PROD_4603;18;4162.81;74930.58;2023-01-22;boleto;Cavalcante;RS;shipped;parceiro_b
f0c340db-8037-bb8a-86a8-d65257963c31;CUST_35076;PROD_3847;19;4868.2;92495.8;2023-01-12;debit_card;Fernandes;GO;delivered;parceiro_c
95487f39-3297-0c07-57dc-7e70a63412a8;CUST_05887;PROD_0553;3;78.49;235.47;2023-01-21;debit_card;Mendes;AM;delivered;parceiro_c
a55d5c9f-626d-daff-14d4-e45220285a1f;CUST_00928;PROD_3629;11;1517.02;16687.22;2023-01-24;credit_card;Ribeiro;MG;pending;parceiro_b
ae7c97d9-0b84-1419-97bf-c87c43547c61;CUST_40325;PROD_0955;1;2991.58;2991.58;2023-01-26;boleto;Novaes Alegre;DF;shipped;parceiro_a
687f28b5-b2bf-cf37-1785-123cf3a61758;CUST_10139;PROD_0883;4;1131.98;4527.92;2023-01-14;credit_card;da Rosa;SP;shipped;parceiro_b
7fb668f5-a599-1973-749f-2281e4fca2d6;CUST_22493;PROD_1360;2;4664.77;9329.54;2023-01-26;pix;da Costa;MG;delivered;parceiro_a
a945881d-f687-0bf0-8f36-6b114874f5df;CUST_41571;PROD_1860;7;2057.69;14403.83;2023-01-26;pix;Pinto;PR;delivered;parceiro_a
265563f6-5820-ee29-6f9f-44a0361acf85;CUST_35275;PROD_0194;1;96.04;96.04;2023-01-05;boleto;da Mota de Goiás;ES;shipped;parceiro_c
8acc02b0-ca49-304f-27fa-633ddd487309;CUST_14801;PROD_4920;15;2546.25;38193.75;2023-01-28;pix;Novais;SP;delivered;parceiro_b
38e11fe2-20d8-fa06-e1fa-4c147562b555;CUST_30588;PROD_2485;16;2297.19;36755.04;2023-01-20;debit_card;Ferreira;CE;pending;parceiro_b
01599959-e752-59c2-f658-7dd0443bb725;CUST_35903;PROD_1875;15;424.15;6362.25;2023-01-14;pix;Gomes de Campos;RJ;pending;parceiro_c
90a6976e-2734-f936-0705-ec7777bb788f;CUST_05492;PROD_3278;16;4156.41;66502.56;2023-01-28;credit_card;Novais;RS;delivered;parceiro_c
944e3b28-07a7-e62f-a6d2-f6a26504010a;CUST_40653;PROD_0698;12;2401.65;28819.8;2023-01-20;credit_card;Vieira do Sul;CE;delivered;parceiro_b
1ccb3e57-88ce-13b0-023d-9af2bcfe11be;CUST_45633;PROD_0417;8;2725.03;21800.24;2023-01-23;pix;Campos de Minas;BA;delivered;parceiro_c
aa95afca-4c25-f225-5040-c1c888182070;CUST_15270;PROD_2814;11;4139.35;45532.85;2023-01-23;pix;Mendonça;SP;pending;parceiro_c
2bfd9393-57f4-32a4-998d-c0ef4bd3b5ed;CUST_02325;PROD_0671;9;2212.64;19913.76;2023-01-23;credit_card;da Cruz de Ribeiro;SP;delivered;parceiro_c
7264f043-753b-de07-1082-82eb05a2ca83;CUST_11521;PROD_0656;7;201.13;1407.91;2023-01-13;pix;Brito do Oeste;SP;delivered;parceiro_c
8731f26c-e98f-cf47-3f83-11b1d66d7f18;CUST_02206;PROD_3620;10;1050.04;10500.4;2023-01-09;debit_card;da Paz;PR;delivered;parceiro_b
d7df9084-3746-f332-f0c1-6af54bb5f13e;CUST_44722;PROD_0503;6;4169.47;25016.82;2023-01-11;credit_card;Pinto do Oeste;RS;cancelled;parceiro_b
392367a9-7c0a-1bb1-2aca-7d7081207301;CUST_15115;PROD_4978;11;2935.61;32291.71;2023-01-30;credit_card;da Cunha de da Costa;CE;delivered;parceiro_b
62e1dbb5-758f-44b2-7e21-beb7be13a9f6;CUST_47798;PROD_2152;15;447.84;6717.6;2023-01-31;pix;Sampaio da Praia;CE;shipped;parceiro_c
9b01c76a-2823-534b-a9e0-2ed5695dd902;CUST_08373;PROD_4415;12;2812.53;33750.36;2023-01-25;pix;Vargas;SP;delivered;parceiro_c
4de5b8fb-3ad8-71ac-a343-f2a84729a555;CUST_17813;PROD_2501;5;3928.73;19643.65;2023-01-23;debit_card;Cavalcante das Flores;BA;delivered;parceiro_b
c2d51932-8c47-97c1-2112-537074ec1d09;CUST_12757;PROD_2729;13;561.61;7300.93;2023-01-25;credit_card;Camargo;SC;delivered;parceiro_a
30a137d3-c775-9c27-057e-35f297136bb5;CUST_22705;PROD_2297;5;821.15;4105.75;2023-01-30;pix;da Paz de Araújo;PE;cancelled;parceiro_c
c80601c2-647a-a144-8f5a-fa0c2f454c4a;CUST_08739;PROD_3530;10;4187.02;41870.2;2023-01-27;credit_card;Ribeiro dos Dourados;PR;delivered;parceiro_c
a3868f9d-69fd-0af1-9920-fdf2feccb9e8;CUST_42902;PROD_3360;17;2477.48;42117.16;2023-01-25;credit_card;da Cunha;BA;delivered;parceiro_b
45cbb208-2635-7dbb-d36f-8b3724d1dab3;CUST_01511;PROD_1877;14;4270.0;59780.0;2023-01-25;credit_card;Castro Grande;SP;delivered;parceiro_b
75edc2c1-2362-b138-9a60-436f80fc8fb7;CUST_38752;PROD_1615;7;4162.91;29140.37;2023-01-26;debit_card;Alves de Moreira;CE;pending;parceiro_a
fa30b979-1d44-74c5-f8da-30ba90d117bc;CUST_00723;PROD_3653;8;3614.53;28916.24;2023-01-24;pix;Guerra;RJ;delivered;parceiro_a
6cd2ba35-5038-8fbd-da19-0b06580b82d4;CUST_42216;PROD_0369;6;3687.63;22125.78;2023-01-31;boleto;Mendonça;PR;delivered;parceiro_b
b2b48374-6cbc-ef77-9de6-565d5f21a1b1;CUST_04932;PROD_4637;15;4410.97;66164.55;2023-01-24;credit_card;Gonçalves de Ribeiro;RS;pending;parceiro_b
c1c4dd63-ae70-45b1-de77-41683d807ea9;CUST_18047;PROD_0105;19;4365.18;82938.42;2023-01-29;pix;Rezende;SC;pending;parceiro_a
75607bdd-5a28-77df-036f-96ba8fbcefbd;CUST_20181;PROD_3567;14;402.23;5631.22;2023-01-29;credit_card;Brito;SE;shipped;parceiro_c
4fc20c31-7542-85a0-a080-8b7d41e7cac4;CUST_36566;PROD_1553;18;3084.22;55515.96;2023-01-31;credit_card;da Mota do Campo;SC;shipped;parceiro_b
92ea1d2f-2dc6-1220-5a98-945226646e7f;CUST_03915;PROD_2551;16;997.86;15965.76;2023-01-26;pix;da Rocha da Praia;CE;delivered;parceiro_b
