cod_pedido;cod_cliente;cod_produto;qtd;preco_unit;valor_total;data_pedido;forma_pagamento;cidade_entrega;uf_entrega;situacao;origem
47314099-91d5-bce5-9ae8-59db048c8b1e;CUST_14664;PROD_0215;18;1583.67;28506.06;2023-06-07;debit_card;Casa Grande;RJ;delivered;parceiro_c
a285bb3c-6e9f-e77a-68d7-554abe461898;CUST_02397;PROD_0887;7;4610.87;32276.09;2023-06-16;credit_card;Camargo;PR;delivered;parceiro_c
56d563f2-ffc4-af0e-dd95-3f6e5adc286f;CUST_36311;PROD_1330;8;1349.96;10799.68;2023-06-19;credit_card;Almeida da Serra;SC;delivered;parceiro_a
b6e7ee4f-d76e-6141-a320-32e3241288fb;CUST_10329;PROD_4486;14;4110.57;57547.98;2023-06-17;credit_card;Siqueira;RJ;cancelled;parceiro_b
09c0216b-29de-f768-d485-4a1f79db6556;CUST_26992;PROD_2445;12;2384.96;28619.52;2023-06-11;credit_card;Almeida;CE;cancelled;parceiro_b
f21ed2ad-5794-839f-ea27-c692bdefe953;CUST_14121;PROD_2310;3;4562.83;13688.49;2023-06-12;pix;Mendes Alegre;SC;delivered;parceiro_a
948713a7-bdf3-570a-f9b1-e248118dbc41;CUST_39734;PROD_2537;9;2771.98;24947.82;2023-06-06;credit_card;Sá;RJ;pending;parceiro_c
db738749-713b-fd77-60c5-135ef28f9e5f;CUST_16530;PROD_0045;7;3830.29;26812.03;2023-06-27;debit_card;das Neves;SP;pending;parceiro_a
d955c862-e7cf-5dd0-89b1-cb233317de1c;CUST_29658;PROD_2401;18;3141.63;56549.34;2023-06-10;debit_card;Aragão;PR;shipped;parceiro_c
0dc2208f-4870-a500-c507-1b7901fdd19d;CUST_25183;PROD_1731;19;2836.86;53900.34;2023-06-09;pix;Caldeira de Alves;PE;delivered;parceiro_a
0c7f7dba-2275-9f34-981b-4b59a10d6a9a;CUST_40041;PROD_3264;17;2725.87;46339.79;2023-06-12;credit_card;Aragão;ES;delivered;parceiro_a
1eecc933-3593-2576-26bb-a6354c12c846;CUST_11046;PROD_0020;4;741.92;2967.68;2023-06-01;debit_card;Caldeira;RS;pending;parceiro_c
c1c04f3e-6d2b-aef0-ff9a-bd580dbbc7ff;CUST_14471;PROD_1578;8;509.54;4076.32;2023-06-16;credit_card;Oliveira dos Dourados;PR;delivered;parceiro_a
3636ef1f-d651-a0aa-5de1-90cc45af5289;CUST_30716;PROD_0254;16;4940.06;79040.96;2023-06-30;pix;Pinto do Sul;SP;delivered;parceiro_c
e8dd834d-7c7c-4551-2434-df0d44df0cb7;CUST_03974;PROD_0346;20;4561.22;91224.4;2023-06-29;credit_card;Camargo do Campo;SP;pending;parceiro_a
da174aaa-a52f-8b05-6a86-3e4c571667b5;CUST_10812;PROD_3629;12;2666.49;31997.88;2023-06-15;pix;Porto Verde;RS;cancelled;parceiro_a
46a4713b-aed3-23a0-1e7d-4dbeadf3f4de;CUST_39997;PROD_0060;4;1234.52;4938.08;2023-06-24;credit_card;Borges;RJ;cancelled;parceiro_c
3f14370d-f4a3-d877-e6e4-066180bc6ba0;CUST_43530;PROD_0942;10;4942.06;49420.6;2023-06-03;pix;das Neves;MG;pending;parceiro_a
6a29235b-0fd7-6a8f-68ba-2d36d68db274;CUST_03181;PROD_4438;7;466.9;3268.3;2023-06-14;credit_card;Rios Alegre;MA;delivered;parceiro_a
ae047095-05d9-5e0c-d5a0-a61c013c2377;CUST_28534;PROD_3006;12;3020.71;36248.52;2023-06-07;pix;da Mata;RJ;delivered;parceiro_a
8365d0f8-d2a3-931d-ff14-87151b8124b1;CUST_23739;PROD_1792;2;3981.33;7962.66;2023-06-25;boleto;Porto;BA;delivered;parceiro_a
342fb5b4-2d5f-b9b4-13fd-d533a7fdbca9;CUST_39291;PROD_4244;9;543.27;4889.43;2023-06-25;boleto;Leão;PR;shipped;parceiro_a
640cb3e7-86f8-9ea2-7896-92ce6a3e51d3;CUST_05552;PROD_2063;3;891.45;2674.35;2023-06-09;debit_card;Ramos de Aparecida;RJ;delivered;parceiro_b
696aec3e-f11d-b03c-8fb3-e7aef7b4b943;CUST_13931;PROD_0827;8;2467.71;19741.68;2023-06-16;pix;Duarte do Galho;PR;shipped;parceiro_c
6f71a0e1-56bd-7f85-0e89-404bf974d523;CUST_47617;PROD_4186;15;2997.34;44960.1;2023-06-02;pix;Nogueira;RJ;delivered;parceiro_a
d6168550-56b0-89b9-b7f9-4fbedb533db4;CUST_01480;PROD_1373;12;3623.29;43479.48;2023-06-15;pix;Nunes;TO;delivered;parceiro_a
0ce07fd4-fa64-cebe-c582-8c7851735182;CUST_00682;PROD_4897;14;1818.28;25455.92;2023-06-23;credit_card;Barbosa;SP;shipped;parceiro_b
226ad645-1deb-6343-034c-6bb0696bc74a;CUST_23487;PROD_0685;2;4180.39;8360.78;2023-06-11;credit_card;Abreu;PE;delivered;parceiro_c
3e6d9d32-48a9-771a-90e8-4e8919547168;CUST_21998;PROD_4422;12;208.19;2498.28;2023-06-28;credit_card;Sales;MG;delivered;parceiro_a
9438c815-35a6-eb46-873c-fc62b5b3e2b2;CUST_14669;PROD_1511;16;4066.9;65070.4;2023-06-05;debit_card;Jesus;MG;pending;parceiro_c
e72b0d40-8f2b-bf66-5204-cae30680656f;CUST_05746;PROD_2788;12;3634.5;43614.0;2023-06-11;pix;Farias Alegre;ES;cancelled;parceiro_a
b6962806-b015-1fad-4669-2f9b948ac4a1;CUST_26746;PROD_4986;5;2826.86;14134.3;2023-06-20;debit_card;Camargo;SP;cancelled;parceiro_c
f19c1e2a-eb55-6105-a6ef-e9fd548a582c;CUST_10810;PROD_4895;3;485.56;1456.68;2023-06-22;debit_card;Moura de Minas;SP;shipped;parceiro_c
47615d2d-e0d7-8e73-f845-aa8b9bec5e9e;CUST_19778;PROD_3008;19;1946.07;36975.33;2023-06-09;pix;Leão das Pedras;RS;pending;parceiro_b
154181d9-c1fb-2dd8-75c1-c066ba1b87d4;CUST_18772;PROD_4445;9;1491.19;13420.71;2023-06-02;boleto;Gonçalves da Mata;TO;shipped;parceiro_b
1fc67b75-437a-c031-4aa5-6da765a953b7;CUST_24394;PROD_2667;15;3292.26;49383.9;2023-06-10;debit_card;Cirino;PI;delivered;parceiro_a
7751e4ee-4686-3fb0-9386-78bbb1b743a4;CUST_16516;PROD_2715;8;3231.36;25850.88;2023-06-19;pix;Cunha de Goiás;PR;cancelled;parceiro_c
814796d0-8f6c-7d79-4001-50befaccfd20;CUST_28861;PROD_2697;14;2843.7;39811.8;2023-06-20;pix;Rios;RJ;shipped;parceiro_c
6609a026-2d88-a238-ae5b-ad298170ac6c;CUST_37600;PROD_0810;9;2550.92;22958.28;2023-06-01;credit_card;Martins Alegre;AL;shipped;parceiro_a
f8b6a203-774a-9f6e-6946-f7460a37cad2;CUST_26954;PROD_2232;12;547.08;6564.96;2023-06-28;boleto;da Luz;MT;delivered;parceiro_b
6593a356-9aab-31d2-3f35-1026195004d8;CUST_38392;PROD_0324;15;4045.42;60681.3;2023-06-03;credit_card;Abreu;SP;delivered;parceiro_b
3f71d028-cd3d-cc3d-e740-6b95aa9314fb;CUST_46945;PROD_3122;1;94.45;94.45;2023-06-01;credit_card;Borges do Norte;SP;pending;parceiro_a
d50da264-b1fc-f710-3962-d77b74cec797;CUST_22952;PROD_1092;9;1507.42;13566.78;2023-06-02;credit_card;Pastor;AM;delivered;parceiro_b
8e82a230-7659-ae5e-3f01-00ae7f9af9c1;CUST_42388;PROD_0922;8;450.51;3604.08;2023-06-27;pix;Jesus;RJ;delivered;parceiro_a
669a5025-3fb3-3194-2b76-e5d197b4175d;CUST_40099;PROD_1267;14;2312.43;32374.02;2023-06-15;pix;Casa Grande;SP;shipped;parceiro_c
9c63c158-fe12-7abe-bce1-1a54d1538644;CUST_05698;PROD_3555;15;481.99;7229.85;2023-06-08;pix;Cardoso;MG;delivered;parceiro_b
d868645b-6e3e-2e57-d0e5-a47cec32a124;CUST_16104;PROD_3071;20;1617.78;32355.6;2023-06-26;credit_card;Nascimento Alegre;MT;delivered;parceiro_a
a596697a-f7c4-6ae8-2dbb-6bdfbc452499;CUST_02597;PROD_3643;7;1251.49;8760.43;2023-06-05;debit_card;Mendonça;RS;delivered;parceiro_a
64a722f6-9861-61be-816d-3e05b5e748e3;CUST_37819;PROD_1858;8;3654.51;29236.08;2023-06-29;credit_card;Pastor das Pedras;ES;delivered;parceiro_b
a48d31e5-5faf-856a-f4e1-2174dfcdb753;CUST_15129;PROD_3335;2;1699.29;3398.58;2023-06-24;boleto;Farias;GO;delivered;parceiro_a
337800b8-8ec9-2b95-d4b1-8a29837757a6;CUST_05603;PROD_3966;11;3326.89;36595.79;2023-06-03;debit_card;Aragão de Goiás;RS;delivered;parceiro_b
1b0b7df8-9e8d-0b69-8ebd-926d029f19b1;CUST_05962;PROD_1834;17;1731.36;29433.12;2023-06-08;credit_card;Farias da Prata;SP;delivered;parceiro_a
a15ebb9a-ea55-9c40-3cf8-2dc5b55629ba;CUST_28200;PROD_1801;2;3422.53;6845.06;2023-06-24;pix;Camargo;MG;cancelled;parceiro_a
c775fa84-46a9-0d2d-7732-cd7a5184d496;CUST_24082;PROD_4603;18;4485.05;80730.9;2023-06-27;pix;Macedo;DF;delivered;parceiro_a
1adef98f-90f9-aca7-0cec-4176349dabc4;CUST_39333;PROD_1048;18;1339.14;24104.52;2023-06-12;credit_card;da Costa;SC;delivered;parceiro_a
487af3c3-5808-4795-39c5-63641cf1fb2b;CUST_33705;PROD_4755;2;255.96;511.92;2023-06-15;debit_card;Moura;AL;delivered;parceiro_a
1bde69b1-e487-8497-ce11-0dd8bcfdde0a;CUST_21566;PROD_4356;7;4337.59;30363.13;2023-06-23;credit_card;Marques de Goiás;RJ;shipped;parceiro_c
7009a931-41f7-eae6-a4a8-040aa963a2a9;CUST_27318;PROD_0571;10;4311.56;43115.6;2023-06-20;boleto;Cassiano da Praia;RS;delivered;parceiro_c
9a804e0b-3808-a0e3-b717-aea800b4305f;CUST_30762;PROD_4546;9;1098.61;9887.49;2023-06-19;credit_card;Almeida;PR;pending;parceiro_b
d5768129-9920-31c5-438d-72bfaa6f7c94;CUST_47815;PROD_2164;15;4776.35;71645.25;2023-06-09;pix;Leão de Duarte;SC;shipped;parceiro_c
595b1017-5ec7-b66f-8551-1b52173d0668;CUST_34161;PROD_3841;6;1811.75;10870.5;2023-06-19;pix;Rocha do Galho;SP;delivered;parceiro_a
64de9ba2-b0bb-3e7a-7b3f-44aab09465f8;CUST_12394;PROD_0073;10;2013.37;20133.7;2023-06-06;credit_card;Pinto;PR;delivered;parceiro_c
d48f7168-c022-74d2-9453-7e519f494ed5;CUST_11815;PROD_0530;6;3891.87;23351.22;2023-06-08;credit_card;Martins;BA;delivered;parceiro_c
8ba778e1-5e0b-d694-8f4f-a22834229f5e;CUST_14331;PROD_1347;13;172.48;2242.24;2023-06-26;pix;Monteiro;SC;delivered;parceiro_a
f42779ad-d439-5e79-82d6-9385acfa2196;CUST_19201;PROD_4968;8;2791.62;22332.96;2023-06-16;pix;Barros;SP;pending;parceiro_b
53555bc9-bd38-fa40-d98c-b3fa629755b8;CUST_20406;PROD_2233;1;3517.62;3517.62;2023-06-28;pix;Peixoto Verde;MT;pending;parceiro_a
f48b75f3-14de-cf59-3fe8-c26b23ac3cd5;CUST_25524;PROD_1394;5;166.92;834.6;2023-06-22;debit_card;Silva da Praia;RS;pending;parceiro_b
f33a5c16-6570-78a0-cd14-0d33587b81af;CUST_40357;PROD_0015;11;3014.03;33154.33;2023-06-26;credit_card;Azevedo;DF;shipped;parceiro_b
70024a65-f791-1032-c39b-8bf43b4feaea;CUST_25910;PROD_1721;14;4503.06;63042.84;2023-06-21;pix;Macedo Alegre;RN;delivered;parceiro_b
18d2fdbf-050a-63ac-7345-5baac4c64501;CUST_41844;PROD_4877;12;3385.59;40627.08;2023-06-03;boleto;Nogueira;PB;delivered;parceiro_a
11485574-236f-30ac-89e2-0b541b5977f7;CUST_33819;PROD_4962;3;2521.29;7563.87;2023-06-01;credit_card;Vasconcelos de Minas;PB;pending;parceiro_a
d8c74b17-e372-be93-3dad-d408cc7f0374;CUST_20213;PROD_1423;11;500.01;5500.11;2023-06-26;credit_card;Martins;PE;delivered;parceiro_b
bfd5f855-0f73-b7ab-5361-4a09a2c0be5e;CUST_05617;PROD_3758;1;758.91;758.91;2023-06-26;credit_card;da Rocha da Mata;MG;delivered;parceiro_a
a2c17710-2efb-ffcf-2fa7-9bf77b40df21;CUST_04131;PROD_2453;9;2767.39;24906.51;2023-06-22;credit_card;da Conceição;MG;shipped;parceiro_b
bbe7c00f-59fa-46b4-38de-64fa7a83dc38;CUST_34223;PROD_4625;5;177.27;886.35;2023-06-29;pix;Albuquerque de Goiás;SP;pending;parceiro_b
33ce447c-92d7-af22-6adb-9104844245aa;CUST_44649;PROD_4789;17;4310.76;73282.92;2023-06-08;pix;Fernandes;CE;pending;parceiro_c
adf03bab-bcd7-4ce4-6aeb-a6073c3e51a3;CUST_21663;PROD_2645;19;2945.92;55972.48;2023-06-30;pix;Casa Grande;PI;delivered;parceiro_c
6f2843a6-23f9-5e4e-a428-8f61fb2d1ee0;CUST_09159;PROD_4924;15;574.87;8623.05;2023-06-05;boleto;Teixeira;RS;pending;parceiro_a
56fdc992-9a7c-a8df-e357-a479b9003f59;CUST_37375;PROD_1821;20;4873.44;97468.8;2023-06-25;debit_card;Lopes dos Dourados;PE;delivered;parceiro_a
3ef6838b-26d8-c1c7-78d9-62523abf5da7;CUST_18978;PROD_1190;5;4054.66;20273.3;2023-06-29;pix;Peixoto do Campo;DF;delivered;parceiro_b
04aecbd1-3e45-e771-e5ea-a928da6a87c7;CUST_40197;PROD_4492;3;3295.34;9886.02;2023-06-07;credit_card;Alves;MG;delivered;parceiro_b
85ed4b4a-751f-81e8-baeb-523f037b8ff7;CUST_18570;PROD_4374;18;118.78;2138.04;2023-06-14;boleto;Pereira de Azevedo;SP;delivered;parceiro_b
d41184e4-aba2-cbcb-0e0f-f2e5f7d74c3b;CUST_30024;PROD_4116;11;1588.04;17468.44;2023-06-25;debit_card;Ramos de Goiás;MS;delivered;parceiro_a
c5a102ab-4b1a-3530-6c3a-8f9cb1122271;CUST_03467;PROD_4639;5;1586.52;7932.6;2023-06-07;boleto;Monteiro;SP;delivered;parceiro_c
c5e85a86-eb62-ccee-2ee3-363111b5ffa0;CUST_38636;PROD_4731;16;4633.63;74138.08;2023-06-11;debit_card;Souza Paulista;SP;delivered;parceiro_a
2108b0db-5337-2438-925c-01d4691b4ae8;CUST_08209;PROD_2993;18;3310.23;59584.14;2023-06-14;pix;Cardoso das Pedras;MG;delivered;parceiro_a
1aa30c20-e353-40db-f9a7-9bb32313fecc;CUST_27532;PROD_2738;16;876.72;14027.52;2023-06-10;credit_card;Barros;RJ;shipped;parceiro_a
2f06073e-2c75-a55c-ad97-dd829f4f0b6f;CUST_17945;PROD_0461;11;425.39;4679.29;2023-06-05;debit_card;Guerra;BA;delivered;parceiro_b
9979be99-c0ea-149f-6cc0-03c577282edc;CUST_47785;PROD_4187;7;136.7;956.9;2023-06-05;credit_card;Cassiano do Amparo;SP;cancelled;parceiro_b
9ba15e6a-bd05-b66c-c93e-f984ca160bf6;CUST_05100;PROD_4809;10;688.91;6889.1;2023-06-28;credit_card;Vargas;SP;delivered;parceiro_b
a2f7a122-6956-40d0-2068-b8c050e9fb96;CUST_23173;PROD_2115;13;3393.54;44116.02;2023-06-26;pix;Rocha;SP;delivered;parceiro_b
e7b59874-bdb5-46c3-1334-165ab454ed38;CUST_22736;PROD_2823;15;4582.44;68736.6;2023-06-25;pix;Carvalho das Pedras;PB;pending;parceiro_c
0e9fca70-a4c6-38ad-5432-b383508141dc;CUST_11648;PROD_0790;8;1735.52;13884.16;2023-06-11;debit_card;Cunha;RS;shipped;parceiro_c
beca5bbb-c53f-e9a8-0714-1c89f0490de6;CUST_24741;PROD_1031;11;4009.46;44104.06;2023-06-20;credit_card;Ribeiro;PR;delivered;parceiro_b
1acfe8ca-83f2-98a2-1a62-dc947c1d20eb;CUST_07886;PROD_3623;13;2821.62;36681.06;2023-06-27;credit_card;Araújo;SP;delivered;parceiro_a
b916f7e3-bd6c-b428-7707-c95551a6d475;CUST_23222;PROD_3386;20;3656.57;73131.4;2023-06-23;pix;Nunes;SP;delivered;parceiro_a
b2902b3d-92f3-bc4f-5ae2-1043a1d2737e;CUST_45506;PROD_3679;15;2075.73;31135.95;2023-06-23;pix;Sampaio do Sul;SP;delivered;parceiro_c
392e0863-5ae6-d6a1-1d59-88e34f37ed02;CUST_43924;PROD_3069;4;1401.36;5605.44;2023-06-27;pix;Macedo da Serra;MG;delivered;parceiro_b
1d1e49a7-9ad5-7c5c-ef69-1b56095e299c;CUST_02297;PROD_0875;14;186.51;2611.14;2023-06-20;credit_card;Macedo;MG;delivered;parceiro_c
6ef164cb-3073-90c3-779b-54242ad4d176;CUST_03374;PROD_2969;12;2628.2;31538.4;2023-06-12;debit_card;Lima do Oeste;SP;cancelled;parceiro_b
934b2867-6c64-5095-5391-c83a2115140e;CUST_49453;PROD_3443;3;1995.65;5986.95;2023-06-27;pix;Santos;MG;delivered;parceiro_b
28d6779f-70db-e93c-6830-f8407a14f019;CUST_12026;PROD_0767;12;4144.84;49738.08;2023-06-19;debit_card;Peixoto;DF;delivered;parceiro_a
08ff8632-7a3c-7ecd-c7ee-9bac11898d1a;CUST_10573;PROD_0115;7;112.45;787.15;2023-06-30;boleto;Ramos da Serra;GO;delivered;parceiro_a
db105d18-edb7-8fc0-ae40-a344704a7c31;CUST_21030;PROD_2582;1;944.87;944.87;2023-06-14;boleto;Pimenta;MG;delivered;parceiro_a
54bc8eaf-1b9b-03d1-cbe9-363b47c74f75;CUST_33250;PROD_4670;14;121.52;1701.28;2023-06-08;credit_card;Aparecida;SP;delivered;parceiro_b
a95983f8-6fd8-b4f3-5abf-4fe591865350;CUST_45021;PROD_4519;17;105.42;1792.14;2023-06-30;boleto;Fogaça;MG;pending;parceiro_a
c794e346-2590-be10-f600-85d327288fa2;CUST_05606;PROD_1580;9;3529.53;31765.77;2023-06-02;pix;Casa Grande;CE;delivered;parceiro_b
929a66d7-ec72-2951-8998-fca190a53643;CUST_36471;PROD_0009;7;802.97;5620.79;2023-06-25;boleto;Freitas de Silva;SP;shipped;parceiro_c
4bb985fe-a3ae-0567-d3b2-0a771cd6a0a5;CUST_14604;PROD_4321;20;4873.97;97479.4;2023-06-10;pix;Fernandes;RJ;delivered;parceiro_c
24e6c1af-36f8-4c91-ca33-9b171c967bee;CUST_36265;PROD_0947;3;940.77;2822.31;2023-06-23;pix;Pimenta das Pedras;SC;shipped;parceiro_b
5a8ad138-33e8-332a-c6b2-984a1accf1b9;CUST_39367;PROD_2285;11;291.68;3208.48;2023-06-03;pix;Viana;MG;delivered;parceiro_b
38532d2e-950a-df0b-fe01-63b8de25f674;CUST_02777;PROD_3318;17;4095.45;69622.65;2023-06-18;credit_card;Vasconcelos;RS;delivered;parceiro_b
