cod_pedido;cod_cliente;cod_produto;qtd;preco_unit;valor_total;data_pedido;forma_pagamento;cidade_entrega;uf_entrega;situacao;origem
b717f60d-ebe0-764d-f688-7e6489de75ab;CUST_38756;PROD_1703;3;634.13;1902.39;2023-12-15;pix;Monteiro da Praia;SP;delivered;parceiro_b
20baffb1-1d65-9106-def9-fb601c6e9cd2;CUST_26441;PROD_4212;11;4587.97;50467.67;2023-12-12;credit_card;da Rosa do Norte;SP;delivered;parceiro_c
68590e09-5743-8a63-726a-bb3295841bb1;CUST_11444;PROD_4365;17;1169.49;19881.33;2023-12-24;pix;Mendes;RO;delivered;parceiro_c
2b008ad4-6cce-c77d-0c03-9b5b89010f5d;CUST_12647;PROD_3461;2;1888.01;3776.02;2023-12-06;pix;Campos da Mata;SP;delivered;parceiro_c
5695deaa-4c55-77de-bf07-cf7595340793;CUST_26383;PROD_4795;9;2732.59;24593.31;2023-12-11;debit_card;Cavalcante do Galho;BA;delivered;parceiro_c
e13b26a1-216f-0f12-3606-a2cfefbbd932;CUST_36888;PROD_4505;20;3833.25;76665.0;2023-12-11;debit_card;Ribeiro;MG;pending;parceiro_a
9a7af614-ca80-0d4b-6c73-c10747962778;CUST_10588;PROD_1021;18;3465.32;62375.76;2023-12-14;debit_card;Vieira;RJ;delivered;parceiro_c
86caaf5f-120e-2f61-cf57-9f601b623b7c;CUST_10084;PROD_2041;4;1506.5;6026.0;2023-12-09;credit_card;Vargas;MG;delivered;parceiro_a
681fe411-d14c-7f5c-f8ef-594f20d33a78;CUST_35797;PROD_1225;2;1257.87;2515.74;2023-12-18;pix;da Mota;SC;delivered;parceiro_a
2666c9cd-7013-6348-3c10-cf6122dda20b;CUST_22076;PROD_3962;14;454.08;6357.12;2023-12-04;pix;Carvalho do Oeste;SP;shipped;parceiro_b
ca624dee-b0fe-603f-b6ad-e392f6c9ecf6;CUST_31270;PROD_4125;18;1635.83;29444.94;2023-12-01;debit_card;Nogueira do Galho;RN;delivered;parceiro_c
29709b88-62a7-b96c-d23d-e69ed21c0064;CUST_11539;PROD_3942;7;2499.74;17498.18;2023-12-13;pix;Teixeira de Montenegro;SP;delivered;parceiro_c
e2505ba9-8b59-e680-065c-4c23f441e0bc;CUST_29489;PROD_1824;8;4809.31;38474.48;2023-12-16;pix;Silva de Ferreira;ES;shipped;parceiro_c
f1f9c077-8b2c-bec3-ffe4-fe8e5080a400;CUST_39954;PROD_1270;7;2438.19;17067.33;2023-12-06;debit_card;Azevedo de Mendonça;SP;pending;parceiro_a
05f1e828-bd37-b7a7-37a2-33758c61882a;CUST_34048;PROD_3702;1;501.08;501.08;2023-12-08;credit_card;Novais Paulista;RJ;delivered;parceiro_a
c7882345-765c-8344-4562-575f3c1c6702;CUST_22221;PROD_0193;17;743.75;12643.75;2023-12-14;pix;Sousa da Praia;MT;delivered;parceiro_b
ced97b82-7d2d-f998-114c-66c872d94f87;CUST_46131;PROD_2687;2;3817.59;7635.18;2023-12-18;credit_card;Andrade da Mata;PI;shipped;parceiro_c
54dd657b-292f-3774-5e2b-11f109974700;CUST_06341;PROD_1686;20;1030.67;20613.4;2023-12-04;pix;Guerra do Galho;SC;delivered;parceiro_a
cc06bd23-636c-0ec1-9770-0e3a0e9a792b;CUST_40430;PROD_0328;17;4186.62;71172.54;2023-12-13;debit_card;Sampaio de Nunes;PE;pending;parceiro_a
7c0de8ba-b0fb-d4ab-cc0a-63dc3c1527a3;CUST_42440;PROD_4566;12;2213.2;26558.4;2023-12-18;credit_card;Marques de Minas;SP;cancelled;parceiro_a
86288804-0442-e8a9-0ca3-d48068c578de;CUST_37583;PROD_0503;15;534.59;8018.85;2023-12-11;credit_card;Costela;SP;delivered;parceiro_b
0e57ce6d-25aa-c571-daf6-0184b0f07a2f;CUST_06644;PROD_1724;4;4361.27;17445.08;2023-12-22;debit_card;Guerra;RS;pending;parceiro_a
abaae258-9d2e-6f21-94d1-5e1fd7f56c3a;CUST_31404;PROD_4050;19;1376.26;26148.94;2023-12-20;debit_card;Ribeiro do Oeste;PE;delivered;parceiro_b
9e303f04-7162-7cae-b8ad-61c906851a35;CUST_09879;PROD_1605;14;1072.08;15009.12;2023-12-09;credit_card;Correia;PR;delivered;parceiro_b
adcacfbb-7c52-55ff-966a-79316384d537;CUST_31454;PROD_0858;10;4649.58;46495.8;2023-12-03;pix;Silva de Borges;RO;delivered;parceiro_c
372bece8-8465-9348-61d5-25ba1214207e;CUST_32959;PROD_2672;14;2671.02;37394.28;2023-12-22;credit_card;Sampaio de Brito;PR;delivered;parceiro_c
46107651-8152-2416-969b-a7346b228d80;CUST_04932;PROD_0630;10;2403.18;24031.8;2023-12-11;pix;da Cunha;MG;delivered;parceiro_c
b26cce0a-fee7-e2d9-fc13-c9f40c4d5687;CUST_13749;PROD_1350;4;661.62;2646.48;2023-12-05;credit_card;Leão da Praia;PR;delivered;parceiro_b
53a586a2-b259-46cc-e89c-a7b5cfa9f440;CUST_03350;PROD_3581;8;1433.39;11467.12;2023-12-10;credit_card;Marques do Norte;MG;delivered;parceiro_a
24677da2-d3ad-7aef-fba2-1a685b10fed7;CUST_03408;PROD_0468;4;2246.07;8984.28;2023-12-05;credit_card;Alves;SP;shipped;parceiro_b
b16fdc12-b888-8a98-aaaf-eefacbda455f;CUST_47958;PROD_3367;9;4429.78;39868.02;2023-12-08;credit_card;das Neves Alegre;SP;delivered;parceiro_c
14a54a57-9a90-ed7b-5c5c-408ec5585cbf;CUST_18269;PROD_4991;10;322.24;3222.4;2023-12-14;boleto;Siqueira Verde;MG;delivered;parceiro_a
cb007abf-40fa-e067-9867-cd11b2ccb5bf;CUST_44545;PROD_4233;10;2076.5;20765.0;2023-12-12;boleto;Jesus;PE;delivered;parceiro_a
de1e5cf5-4169-be5b-9909-1828d7df27e7;CUST_16632;PROD_3025;5;4755.22;23776.1;2023-12-01;debit_card;Rezende;PB;cancelled;parceiro_c
1c45d840-0bca-2fe0-bec3-5b828c3d38ba;CUST_17351;PROD_3711;10;2851.86;28518.6;2023-12-10;credit_card;Pereira;SP;delivered;parceiro_a
eb2d2f88-15bc-b24e-dc92-2b894f4023b2;CUST_26191;PROD_2235;18;1352.63;24347.34;2023-12-03;debit_card;Cavalcante Verde;MG;cancelled;parceiro_a
c5844f0f-dff9-5b4f-0beb-c1b308407145;CUST_18467;PROD_3935;20;4185.75;83715.0;2023-12-29;debit_card;Albuquerque do Campo;PR;cancelled;parceiro_b
08c6af26-8a8b-29d1-9248-2b6e2a197018;CUST_28203;PROD_4353;5;907.01;4535.05;2023-12-11;credit_card;da Cruz;RS;delivered;parceiro_b
b3bdf897-71ab-f4b4-fe87-8612f9cd4ab6;CUST_12199;PROD_0888;12;1294.86;15538.32;2023-12-11;credit_card;Duarte;ES;cancelled;parceiro_a
25d67af3-b2b7-86fb-cd6d-b10101b0b2c3;CUST_12509;PROD_4256;1;3504.82;3504.82;2023-12-17;boleto;Pinto;SC;shipped;parceiro_a
55540548-a858-ef87-4f6a-686d773e6a38;CUST_13383;PROD_3891;17;4114.43;69945.31;2023-12-07;debit_card;Leão;PR;delivered;parceiro_b
77069af7-734e-af6e-8c5d-bc8ca0bbb90e;CUST_27779;PROD_0413;9;409.73;3687.57;2023-12-01;pix;Teixeira de da Mata;PR;shipped;parceiro_a
ae9edad7-3e41-5a3f-b218-f734bfd37ec2;CUST_31105;PROD_3800;8;727.19;5817.52;2023-12-20;pix;Souza;RJ;pending;parceiro_c
be2d9972-0693-a543-d9f2-be333c641ba9;CUST_21307;PROD_4459;8;3186.85;25494.8;2023-12-11;boleto;da Cunha do Galho;RJ;pending;parceiro_a
064510b0-fba7-043c-2ca0-8f35e2c663b9;CUST_07682;PROD_0500;7;3300.59;23104.13;2023-12-11;credit_card;Cavalcante de Goiás;SP;shipped;parceiro_a
a14d1f9d-8ed2-d08a-05ca-939de558ecc8;CUST_04024;PROD_4640;20;2464.27;49285.4;2023-12-16;credit_card;Nunes de Teixeira;MG;delivered;parceiro_b
6f2149ac-65b4-0fc4-6bfa-5d58cbcdc434;CUST_25693;PROD_3305;10;4886.88;48868.8;2023-12-09;credit_card;Silveira das Pedras;GO;delivered;parceiro_c
325922ae-6c9d-8d94-8e05-0c81429101b3;CUST_20088;PROD_2873;14;664.87;9308.18;2023-12-10;debit_card;Farias Paulista;SP;delivered;parceiro_b
5a36dac5-3679-c9be-ee6b-09f7f7e53cf0;CUST_13508;PROD_1452;17;835.12;14197.04;2023-12-01;credit_card;Mendes da Praia;SP;delivered;parceiro_a
dc9366a1-6ae8-ae70-bdb6-b52a6fb6700b;CUST_45248;PROD_3775;19;3098.08;58863.52;2023-12-12;debit_card;Borges;PA;shipped;parceiro_a
2b987720-9b7c-8ace-4503-8e3a5d766f68;CUST_48509;PROD_1826;2;1296.8;2593.6;2023-12-04;credit_card;Novaes de da Conceição;SP;shipped;parceiro_a
580b8dd5-471f-ac9f-3e54-77efecc78c0b;CUST_35012;PROD_0014;7;2365.67;16559.69;2023-12-10;boleto;Sampaio Alegre;AM;cancelled;parceiro_b
0510157d-7e10-308c-4e96-4b52589770b5;CUST_48742;PROD_2130;10;1046.89;10468.9;2023-12-01;pix;Fonseca;MG;delivered;parceiro_a
c6b89be9-6b78-591f-9f91-e3619c56c6ab;CUST_43380;PROD_0862;3;3123.04;9369.12;2023-12-19;debit_card;Fonseca Alegre;MA;delivered;parceiro_c
f63c8462-549c-1766-2635-e79ee40917b6;CUST_36277;PROD_0556;1;272.31;272.31;2023-12-22;debit_card;Melo da Serra;RJ;delivered;parceiro_a
f947ffff-c9c7-bd14-88f9-8453aea28f70;CUST_04995;PROD_1691;12;1019.25;12231.0;2023-12-18;credit_card;Aparecida;SP;shipped;parceiro_b
687c4e89-b588-33ce-0b52-56cd8964908d;CUST_09581;PROD_3335;10;4291.86;42918.6;2023-12-14;debit_card;Fernandes de Guerra;GO;delivered;parceiro_a
0672f72c-d753-227d-4a4a-78e9ff91cf84;CUST_12029;PROD_2341;19;1526.43;29002.17;2023-12-23;credit_card;Alves;SC;pending;parceiro_a
0bd5913a-61d0-6843-f08f-1f809e7b39b1;CUST_24507;PROD_0308;10;2063.76;20637.6;2023-12-03;pix;Nunes;PA;delivered;parceiro_c
2609c4e1-041a-6ce4-7293-7597ef72d8a0;CUST_47376;PROD_4108;7;1097.41;7681.87;2023-12-07;credit_card;Cirino;MG;delivered;parceiro_b
23978794-a1cd-5d92-b072-376a48ff0e9b;CUST_37628;PROD_2371;9;1119.04;10071.36;2023-12-23;pix;Rodrigues do Amparo;PE;delivered;parceiro_b
23ac806e-75d9-a25e-f5f2-d9cdad67c46a;CUST_00430;PROD_2197;5;10.73;53.65;2023-12-06;boleto;da Rocha do Amparo;SP;delivered;parceiro_a
46fb532f-9f37-629b-2981-226a56311cd5;CUST_16685;PROD_0484;12;3800.06;45600.72;2023-12-06;credit_card;Souza de da Rosa;BA;delivered;parceiro_a
285c5c11-73ed-dcba-ed7f-e1080f530e9b;CUST_41855;PROD_3875;6;4920.39;29522.34;2023-12-14;credit_card;Carvalho do Campo;MG;cancelled;parceiro_b
7ad7c9bc-35ea-2426-187c-f2127d11b79c;CUST_35117;PROD_0171;17;2751.49;46775.33;2023-12-01;boleto;da Rocha;CE;delivered;parceiro_c
09644e08-a78a-8906-8d1a-cc75ecd4d393;CUST_36958;PROD_3379;1;2765.92;2765.92;2023-12-14;credit_card;Martins da Serra;DF;cancelled;parceiro_a
a458c32a-5dff-a01c-0d44-b95784f5ceab;CUST_31395;PROD_1094;13;182.21;2368.73;2023-12-27;pix;Porto;SP;delivered;parceiro_b
684ca696-233e-475d-1cea-2651a2c4d224;CUST_07023;PROD_0951;15;4946.36;74195.4;2023-12-11;credit_card;Fonseca de Ferreira;RS;delivered;parceiro_b
2a1e0dad-2586-8f20-a798-20d6c56e1171;CUST_04023;PROD_0994;15;3344.53;50167.95;2023-12-11;pix;Guerra Paulista;CE;delivered;parceiro_b
ca4bc2ea-5714-cb72-c535-97aae7f3c00c;CUST_12382;PROD_1745;5;2985.29;14926.45;2023-12-10;boleto;Sousa do Norte;PA;delivered;parceiro_b
d72761c1-8796-b40f-ded8-1e7f3c4e3ada;CUST_44920;PROD_4796;3;232.32;696.96;2023-12-20;pix;Sá;ES;delivered;parceiro_b
9ecbad88-0df0-4334-a37c-00a779e00936;CUST_43635;PROD_0169;20;4145.32;82906.4;2023-12-02;credit_card;Câmara da Prata;BA;pending;parceiro_a
6727ce97-5152-5803-df1b-d663719b5353;CUST_01732;PROD_2824;8;2530.15;20241.2;2023-12-10;debit_card;Sampaio;SP;delivered;parceiro_c
7e7a2f01-e12b-71fe-7bb5-2a00d4c609e1;CUST_27692;PROD_3283;8;3864.06;30912.48;2023-12-07;pix;Freitas;RS;cancelled;parceiro_a
d4c69e3f-571a-6e68-6770-08ea3a8967f9;CUST_13152;PROD_4954;16;392.71;6283.36;2023-12-01;credit_card;Novais;SP;delivered;parceiro_c
154f732f-2e44-11af-4677-b1324c749eff;CUST_32689;PROD_0857;1;2809.98;2809.98;2023-12-05;boleto;Gomes de Brito;MG;shipped;parceiro_a
d4ef52bd-1365-1d43-33dc-e93528618dd6;CUST_02264;PROD_2682;17;3584.46;60935.82;2023-12-01;pix;Rocha;GO;delivered;parceiro_a
66462b37-9e4a-22e7-6778-de8f6bad9447;CUST_35442;PROD_2890;19;635.25;12069.75;2023-12-01;pix;Ramos;MT;delivered;parceiro_a
e84fc682-a501-91d8-0e85-fba7d07e7d17;CUST_39771;PROD_1413;7;4708.91;32962.37;2023-12-03;credit_card;Cassiano;PR;pending;parceiro_a
37922f09-df07-5db2-e04f-3710d636ecfe;CUST_40631;PROD_1978;8;4863.26;38906.08;2023-12-16;credit_card;Moreira;SP;pending;parceiro_a
2b49e915-b130-2dd2-bae9-5a5669a1c797;CUST_21237;PROD_2241;16;4557.15;72914.4;2023-12-15;credit_card;Marques dos Dourados;AM;delivered;parceiro_c
b1ed1f40-b013-bc58-d182-b1f24278a347;CUST_35867;PROD_2815;2;4456.41;8912.82;2023-12-05;boleto;Câmara do Amparo;PR;shipped;parceiro_a
eccbf23a-d16b-a5e9-7211-1c59efba4a6a;CUST_08990;PROD_2987;9;1328.52;11956.68;2023-12-07;credit_card;Correia da Prata;PR;shipped;parceiro_b
4a990240-91e3-c449-860b-def82222e633;CUST_27443;PROD_2768;7;2173.91;15217.37;2023-12-03;credit_card;Barros;MG;delivered;parceiro_a
29e4b4b1-71cf-fdb5-5e25-3691aaf5e17d;CUST_49959;PROD_0173;4;329.67;1318.68;2023-12-13;debit_card;Andrade do Amparo;RJ;shipped;parceiro_a
39c59424-479a-321f-2170-175f13b6f7ae;CUST_00062;PROD_2466;6;3188.82;19132.92;2023-12-01;credit_card;Costa;BA;shipped;parceiro_a
e81aa385-0449-ae9c-7d42-030c0905675d;CUST_36296;PROD_1852;11;4851.69;53368.59;2023-12-11;boleto;Sousa;SC;delivered;parceiro_c
5a1af837-53e3-e35e-9083-262b2083f7b5;CUST_16271;PROD_2480;19;3006.38;57121.22;2023-12-04;pix;Novaes;AL;shipped;parceiro_b
5cef6fd7-8160-a8d9-094a-465291f3fe02;CUST_28793;PROD_1445;4;1056.17;4224.68;2023-12-01;credit_card;Rocha;PR;shipped;parceiro_b
ed1a2fcc-54ae-242e-29db-b0ce2c0ad1ad;CUST_39773;PROD_3336;18;4798.5;86373.0;2023-12-02;credit_card;Sampaio Grande;CE;pending;parceiro_a
1d4c7c41-11c1-8255-dc9b-2180ce248636;CUST_39494;PROD_0724;11;4660.88;51269.68;2023-12-15;pix;Siqueira;DF;pending;parceiro_a
322e92c7-cfa1-e2f9-df9d-72e7e0ca3fde;CUST_26161;PROD_0824;20;380.66;7613.2;2023-12-29;debit_card;Pacheco;MG;delivered;parceiro_a
99ef7d38-9fac-8b0e-b2bd-8c7c14340070;CUST_41317;PROD_1422;19;2068.49;39301.31;2023-12-04;credit_card;Sampaio;SE;delivered;parceiro_a
5c805aa7-a260-0dd2-586e-aa9d5c0cd2b9;CUST_02409;PROD_1506;9;4454.83;40093.47;2023-12-13;pix;Lopes Grande;BA;delivered;parceiro_b
afbbd6d5-d81c-c65a-4b6a-ed93eb62524f;CUST_46365;PROD_1154;1;4871.45;4871.45;2023-12-06;credit_card;Borges dos Dourados;RN;delivered;parceiro_a
7499a450-af40-cfac-7850-1cf0806c4be3;CUST_03691;PROD_3720;18;3745.6;67420.8;2023-12-17;boleto;Ramos;MG;cancelled;parceiro_a
8df93cc2-f7f5-d054-570b-8cd5fc698e09;CUST_37399;PROD_4511;3;2956.36;8869.08;2023-12-18;pix;Cassiano do Amparo;SP;delivered;parceiro_c
d8fd9f1a-5cb8-8e57-39be-540379abf765;CUST_21813;PROD_0208;9;776.76;6990.84;2023-12-21;credit_card;Viana Grande;BA;delivered;parceiro_a
3c994fa0-e38a-4707-d891-277d054845cf;CUST_18758;PROD_3452;11;2387.43;26261.73;2023-12-17;pix;Vargas de Silva;RS;shipped;parceiro_a
06a8e5f6-7ec9-13f4-1078-b8558d64beec;CUST_07415;PROD_3503;8;74.02;592.16;2023-12-19;pix;Carvalho da Prata;SP;cancelled;parceiro_b
55ddeb68-4e78-7d86-a4a2-126b43571b35;CUST_20766;PROD_0947;4;2674.32;10697.28;2023-12-16;pix;Rios;MG;delivered;parceiro_a
6cb66968-1cf7-77db-2109-f20bc804f114;CUST_09018;PROD_0054;6;1279.47;7676.82;2023-12-08;boleto;Santos de Pimenta;RS;delivered;parceiro_c
a1c9da46-b8a3-e8b2-0d1a-5a51453b085a;CUST_32942;PROD_4813;18;218.44;3931.92;2023-12-01;credit_card;da Paz de Caldeira;MG;cancelled;parceiro_b
2a22c719-65fc-b540-87e2-39a06fe7a0da;CUST_33749;PROD_3817;16;4481.95;71711.2;2023-12-19;pix;Aparecida;MG;delivered;parceiro_b
7bf60cc3-0ec1-ed47-bc30-cf70fd91b984;CUST_13440;PROD_3516;14;119.72;1676.08;2023-12-12;boleto;Porto;CE;delivered;parceiro_a
8eaada0d-655c-953c-e9bf-df296fa36e54;CUST_35938;PROD_0238;4;251.71;1006.84;2023-12-04;credit_card;da Cruz de Siqueira;RJ;pending;parceiro_a
56f0a9b0-f760-4e26-186d-3f0cf768300c;CUST_00919;PROD_0376;12;3057.99;36695.88;2023-12-08;boleto;Martins Grande;RJ;delivered;parceiro_c
c506b537-de24-b05b-b051-ed78d19dae3a;CUST_48567;PROD_1532;10;3210.43;32104.3;2023-12-03;credit_card;Ribeiro;SP;cancelled;parceiro_b
26c84a85-a4f6-8c3d-1fb5-59783be1f303;CUST_45494;PROD_1397;19;2944.66;55948.54;2023-12-10;pix;Sousa;SC;delivered;parceiro_c
eeb989db-b557-baf8-c0e8-0fe11beff479;CUST_46045;PROD_2972;6;2403.1;14418.6;2023-12-05;credit_card;Cardoso do Sul;SP;delivered;parceiro_b
81d9c768-90c6-e5bc-e63c-d14ce5b1c15c;CUST_01467;PROD_1416;18;3328.0;59904.0;2023-12-13;credit_card;Cassiano;RJ;cancelled;parceiro_b
a69e386a-183f-3d3e-0620-b16c21152ade;CUST_27232;PROD_2177;10;974.55;9745.5;2023-12-11;pix;Pimenta da Serra;RJ;delivered;parceiro_b
0203d124-46b1-e475-fe78-aab60d07df05;CUST_24602;PROD_3092;6;351.7;2110.2;2023-12-19;pix;da Paz;SP;shipped;parceiro_a
7739bf6f-c0a9-9a06-0e50-216673164376;CUST_38468;PROD_2388;5;4940.03;24700.15;2023-12-06;credit_card;Ramos;SC;delivered;parceiro_b
34c12c3d-6bc0-0ebd-7b34-3060c784ccfd;CUST_00541;PROD_2726;20;3706.63;74132.6;2023-12-04;boleto;Montenegro das Flores;CE;delivered;parceiro_b
220c9548-5b35-4859-a0e8-11adc7210339;CUST_28287;PROD_1171;16;75.69;1211.04;2023-12-03;pix;Almeida;MS;delivered;parceiro_a
eb13cebf-7ef0-19dc-3c7b-4cb292729c8e;CUST_33872;PROD_2114;4;821.98;3287.92;2023-12-11;debit_card;Freitas Paulista;SP;delivered;parceiro_c
dc41b373-8365-11b8-1041-cfe30abc17b1;CUST_15474;PROD_2307;17;2705.28;45989.76;2023-12-09;credit_card;Ferreira;AL;cancelled;parceiro_a
96bd8792-5a59-9a3c-db84-58737b2901fc;CUST_36967;PROD_3453;1;2555.39;2555.39;2023-12-11;boleto;Vieira do Norte;SE;delivered;parceiro_c
d7337499-faf7-4de6-1028-0f059d0df3c3;CUST_22022;PROD_0884;19;1079.37;20508.03;2023-12-04;pix;Nogueira de Cardoso;PR;delivered;parceiro_b
a8b9f832-0da5-299a-20b2-7ca4a76fcbf5;CUST_39318;PROD_4216;19;433.65;8239.35;2023-12-02;pix;Nunes do Norte;SP;pending;parceiro_a
d6171cb7-f48c-0214-9fba-fbafb514b875;CUST_13425;PROD_4320;12;730.54;8766.48;2023-12-03;boleto;Gomes;RJ;cancelled;parceiro_a
0c41741a-d32b-4b37-6838-5d86bad97a8e;CUST_34945;PROD_0126;2;2418.51;4837.02;2023-12-18;credit_card;da Rosa das Pedras;BA;shipped;parceiro_c
11fd38a8-f5ca-8c8c-2d5a-af0afccd993a;CUST_37421;PROD_2859;14;63.91;894.74;2023-12-01;credit_card;da Cruz Grande;RJ;delivered;parceiro_a
84da590c-5821-b0d2-8569-82aa161bd512;CUST_48358;PROD_4787;18;1017.14;18308.52;2023-12-12;boleto;Jesus da Praia;RS;delivered;parceiro_b
b5235cb4-0064-7c03-d6c8-20bbb9ade438;CUST_23372;PROD_3067;9;1171.91;10547.19;2023-12-19;debit_card;Vargas;GO;delivered;parceiro_c
f093998e-e0f2-7ac2-61fd-fa4ff0abc6e8;CUST_20268;PROD_2006;7;2682.9;18780.3;2023-12-08;credit_card;Martins;RJ;delivered;parceiro_b
d97a601a-8d28-cf8c-435f-af8a77c12e78;CUST_00131;PROD_0350;10;3597.29;35972.9;2023-12-16;credit_card;Barros de Cunha;SP;delivered;parceiro_a
d1960787-b68c-0705-bcc8-2e52d58c5628;CUST_10018;PROD_0548;20;4632.25;92645.0;2023-12-16;credit_card;da Cunha;SP;shipped;parceiro_c
7eb5e828-187e-95fc-bd75-23b48dbfd86b;CUST_26828;PROD_2694;11;2150.36;23653.96;2023-12-02;boleto;Cavalcante Alegre;PE;delivered;parceiro_c
